"subject","item","region","measure","condition","rawdata","group_G"
"Non-Native 9",30,5,"rp",2,683,"Non-Native"
"Non-Native 9",39,5,"rp",3,566,"Non-Native"
"Non-Native 9",48,5,"rp",4,532,"Non-Native"
"Non-Native 9",25,5,"rp",1,236,"Non-Native"
"Non-Native 9",36,5,"rp",4,705,"Non-Native"
"Non-Native 9",47,5,"rp",3,1158,"Non-Native"
"Non-Native 9",44,5,"rp",4,452,"Non-Native"
"Non-Native 9",45,5,"rp",1,272,"Non-Native"
"Non-Native 9",33,5,"rp",1,400,"Non-Native"
"Non-Native 9",41,5,"rp",1,678,"Non-Native"
"Non-Native 9",38,5,"rp",2,317,"Non-Native"
"Non-Native 9",37,5,"rp",1,306,"Non-Native"
"Non-Native 9",27,5,"rp",3,412,"Non-Native"
"Non-Native 9",43,5,"rp",3,450,"Non-Native"
"Non-Native 9",40,5,"rp",4,1046,"Non-Native"
"Non-Native 10",34,5,"rp",3,189,"Non-Native"
"Non-Native 10",36,5,"rp",1,541,"Non-Native"
"Non-Native 10",32,5,"rp",1,914,"Non-Native"
"Non-Native 10",37,5,"rp",2,559,"Non-Native"
"Non-Native 10",25,5,"rp",2,374,"Non-Native"
"Non-Native 10",47,5,"rp",4,336,"Non-Native"
"Non-Native 10",28,5,"rp",1,1120,"Non-Native"
"Non-Native 10",33,5,"rp",2,458,"Non-Native"
"Non-Native 10",27,5,"rp",4,0,"Non-Native"
"Non-Native 10",26,5,"rp",3,494,"Non-Native"
"Non-Native 10",30,5,"rp",3,359,"Non-Native"
"Non-Native 10",44,5,"rp",1,369,"Non-Native"
"Non-Native 10",29,5,"rp",2,394,"Non-Native"
"Non-Native 10",42,5,"rp",3,599,"Non-Native"
"Non-Native 10",46,5,"rp",3,737,"Non-Native"
"Non-Native 10",40,5,"rp",1,0,"Non-Native"
"Non-Native 10",39,5,"rp",4,384,"Non-Native"
"Non-Native 10",38,5,"rp",3,403,"Non-Native"
"Non-Native 10",43,5,"rp",4,0,"Non-Native"
"Non-Native 10",35,5,"rp",4,372,"Non-Native"
"Non-Native 10",31,5,"rp",4,451,"Non-Native"
"Non-Native 10",48,5,"rp",1,637,"Non-Native"
"Non-Native 10",41,5,"rp",2,556,"Non-Native"
"Non-Native 10",45,5,"rp",2,421,"Non-Native"
"Non-Native 11",27,5,"rp",1,872,"Non-Native"
"Non-Native 11",47,5,"rp",1,1333,"Non-Native"
"Non-Native 11",35,5,"rp",1,579,"Non-Native"
"Non-Native 11",34,5,"rp",4,563,"Non-Native"
"Non-Native 11",40,5,"rp",2,845,"Non-Native"
"Non-Native 11",29,5,"rp",3,398,"Non-Native"
"Non-Native 11",32,5,"rp",2,1310,"Non-Native"
"Non-Native 11",31,5,"rp",1,417,"Non-Native"
"Non-Native 11",41,5,"rp",3,794,"Non-Native"
"Non-Native 11",28,5,"rp",2,668,"Non-Native"
"Non-Native 11",43,5,"rp",1,1372,"Non-Native"
"Non-Native 11",26,5,"rp",4,424,"Non-Native"
"Non-Native 11",44,5,"rp",2,833,"Non-Native"
"Non-Native 11",36,5,"rp",2,283,"Non-Native"
"Non-Native 11",46,5,"rp",4,341,"Non-Native"
"Non-Native 11",30,5,"rp",4,592,"Non-Native"
"Non-Native 11",48,5,"rp",2,541,"Non-Native"
"Non-Native 11",37,5,"rp",3,435,"Non-Native"
"Non-Native 11",33,5,"rp",3,907,"Non-Native"
"Non-Native 11",39,5,"rp",1,692,"Non-Native"
"Non-Native 11",38,5,"rp",4,663,"Non-Native"
"Non-Native 11",45,5,"rp",3,637,"Non-Native"
"Non-Native 11",42,5,"rp",4,1141,"Non-Native"
"Non-Native 11",25,5,"rp",3,697,"Non-Native"
"Non-Native 12",38,5,"rp",3,261,"Non-Native"
"Non-Native 12",44,5,"rp",1,385,"Non-Native"
"Non-Native 12",30,5,"rp",3,282,"Non-Native"
"Non-Native 12",35,5,"rp",4,786,"Non-Native"
"Non-Native 12",46,5,"rp",3,153,"Non-Native"
"Non-Native 12",48,5,"rp",1,0,"Non-Native"
"Non-Native 12",42,5,"rp",3,938,"Non-Native"
"Non-Native 12",29,5,"rp",2,312,"Non-Native"
"Non-Native 12",40,5,"rp",1,386,"Non-Native"
"Non-Native 12",32,5,"rp",1,0,"Non-Native"
"Non-Native 12",47,5,"rp",4,673,"Non-Native"
"Non-Native 12",33,5,"rp",2,308,"Non-Native"
"Non-Native 12",37,5,"rp",2,381,"Non-Native"
"Non-Native 12",43,5,"rp",4,490,"Non-Native"
"Non-Native 12",41,5,"rp",2,0,"Non-Native"
"Non-Native 12",31,5,"rp",4,468,"Non-Native"
"Non-Native 12",25,5,"rp",2,460,"Non-Native"
"Non-Native 12",36,5,"rp",1,168,"Non-Native"
"Non-Native 12",34,5,"rp",3,364,"Non-Native"
"Non-Native 12",39,5,"rp",4,333,"Non-Native"
"Non-Native 12",28,5,"rp",1,317,"Non-Native"
"Non-Native 12",26,5,"rp",3,873,"Non-Native"
"Non-Native 12",27,5,"rp",4,639,"Non-Native"
"Non-Native 12",45,5,"rp",2,627,"Non-Native"
"Non-Native 13",40,5,"rp",3,375,"Non-Native"
"Non-Native 13",25,5,"rp",4,285,"Non-Native"
"Non-Native 13",43,5,"rp",2,604,"Non-Native"
"Non-Native 13",31,5,"rp",2,2040,"Non-Native"
"Non-Native 13",27,5,"rp",2,514,"Non-Native"
"Non-Native 13",26,5,"rp",1,860,"Non-Native"
"Non-Native 13",42,5,"rp",1,490,"Non-Native"
"Non-Native 13",28,5,"rp",3,454,"Non-Native"
"Non-Native 13",45,5,"rp",4,529,"Non-Native"
"Non-Native 13",37,5,"rp",4,476,"Non-Native"
"Non-Native 13",36,5,"rp",3,571,"Non-Native"
"Non-Native 13",38,5,"rp",1,446,"Non-Native"
"Non-Native 13",44,5,"rp",3,498,"Non-Native"
"Non-Native 13",48,5,"rp",3,360,"Non-Native"
"Non-Native 13",46,5,"rp",1,1800,"Non-Native"
"Non-Native 13",29,5,"rp",4,690,"Non-Native"
"Non-Native 13",30,5,"rp",1,2826,"Non-Native"
"Non-Native 13",41,5,"rp",4,601,"Non-Native"
"Non-Native 13",32,5,"rp",3,507,"Non-Native"
"Non-Native 13",33,5,"rp",4,334,"Non-Native"
"Non-Native 13",39,5,"rp",2,672,"Non-Native"
"Non-Native 13",34,5,"rp",1,356,"Non-Native"
"Non-Native 13",35,5,"rp",2,323,"Non-Native"
"Non-Native 13",47,5,"rp",2,717,"Non-Native"
"Non-Native 14",48,5,"rp",4,627,"Non-Native"
"Non-Native 14",38,5,"rp",2,5811,"Non-Native"
"Non-Native 14",33,5,"rp",1,564,"Non-Native"
"Non-Native 14",27,5,"rp",3,895,"Non-Native"
"Non-Native 14",28,5,"rp",4,1146,"Non-Native"
"Non-Native 14",40,5,"rp",4,669,"Non-Native"
"Non-Native 14",41,5,"rp",1,444,"Non-Native"
"Non-Native 14",42,5,"rp",2,737,"Non-Native"
"Non-Native 14",43,5,"rp",3,712,"Non-Native"
"Non-Native 14",35,5,"rp",3,560,"Non-Native"
"Non-Native 14",26,5,"rp",2,514,"Non-Native"
"Non-Native 14",46,5,"rp",2,951,"Non-Native"
"Non-Native 14",25,5,"rp",1,1792,"Non-Native"
"Non-Native 14",45,5,"rp",1,770,"Non-Native"
"Non-Native 14",39,5,"rp",3,580,"Non-Native"
"Non-Native 14",44,5,"rp",4,500,"Non-Native"
"Non-Native 14",32,5,"rp",4,759,"Non-Native"
"Non-Native 14",30,5,"rp",2,657,"Non-Native"
"Non-Native 14",29,5,"rp",1,289,"Non-Native"
"Non-Native 14",36,5,"rp",4,328,"Non-Native"
"Non-Native 14",47,5,"rp",3,675,"Non-Native"
"Non-Native 14",34,5,"rp",2,756,"Non-Native"
"Non-Native 14",37,5,"rp",1,615,"Non-Native"
"Non-Native 14",31,5,"rp",3,651,"Non-Native"
"Non-Native 15",42,5,"rp",3,1027,"Non-Native"
"Non-Native 15",46,5,"rp",3,515,"Non-Native"
"Non-Native 15",44,5,"rp",1,350,"Non-Native"
"Non-Native 15",30,5,"rp",3,319,"Non-Native"
"Non-Native 15",25,5,"rp",2,370,"Non-Native"
"Non-Native 15",32,5,"rp",1,575,"Non-Native"
"Non-Native 15",28,5,"rp",1,750,"Non-Native"
"Non-Native 15",39,5,"rp",4,257,"Non-Native"
"Non-Native 15",27,5,"rp",4,678,"Non-Native"
"Non-Native 15",48,5,"rp",1,409,"Non-Native"
"Non-Native 15",41,5,"rp",2,196,"Non-Native"
"Non-Native 15",33,5,"rp",2,2187,"Non-Native"
"Non-Native 15",29,5,"rp",2,198,"Non-Native"
"Non-Native 15",35,5,"rp",4,725,"Non-Native"
"Non-Native 15",31,5,"rp",4,800,"Non-Native"
"Non-Native 15",26,5,"rp",3,438,"Non-Native"
"Non-Native 15",40,5,"rp",1,804,"Non-Native"
"Non-Native 15",38,5,"rp",3,772,"Non-Native"
"Non-Native 15",34,5,"rp",3,410,"Non-Native"
"Non-Native 15",45,5,"rp",2,391,"Non-Native"
"Non-Native 15",43,5,"rp",4,248,"Non-Native"
"Non-Native 15",37,5,"rp",2,387,"Non-Native"
"Non-Native 15",47,5,"rp",4,0,"Non-Native"
"Non-Native 15",36,5,"rp",1,1046,"Non-Native"
"Non-Native 16",46,5,"rp",4,168,"Non-Native"
"Non-Native 16",44,5,"rp",2,367,"Non-Native"
"Non-Native 16",29,5,"rp",3,203,"Non-Native"
"Non-Native 16",28,5,"rp",2,365,"Non-Native"
"Non-Native 16",37,5,"rp",3,283,"Non-Native"
"Non-Native 16",39,5,"rp",1,421,"Non-Native"
"Non-Native 16",43,5,"rp",1,618,"Non-Native"
"Non-Native 16",41,5,"rp",3,218,"Non-Native"
"Non-Native 16",32,5,"rp",2,719,"Non-Native"
"Non-Native 16",31,5,"rp",1,407,"Non-Native"
"Non-Native 16",42,5,"rp",4,224,"Non-Native"
"Non-Native 16",35,5,"rp",1,589,"Non-Native"
"Non-Native 16",25,5,"rp",3,192,"Non-Native"
"Non-Native 16",34,5,"rp",4,359,"Non-Native"
"Non-Native 16",47,5,"rp",1,391,"Non-Native"
"Non-Native 16",30,5,"rp",4,588,"Non-Native"
"Non-Native 16",36,5,"rp",2,200,"Non-Native"
"Non-Native 16",38,5,"rp",4,309,"Non-Native"
"Non-Native 16",48,5,"rp",2,554,"Non-Native"
"Non-Native 16",26,5,"rp",4,1092,"Non-Native"
"Non-Native 16",45,5,"rp",3,1185,"Non-Native"
"Non-Native 16",27,5,"rp",1,1263,"Non-Native"
"Non-Native 16",40,5,"rp",2,445,"Non-Native"
"Non-Native 16",33,5,"rp",3,181,"Non-Native"
"Non-Native 17",29,5,"rp",4,1399,"Non-Native"
"Non-Native 17",36,5,"rp",3,236,"Non-Native"
"Non-Native 17",46,5,"rp",1,521,"Non-Native"
"Non-Native 17",37,5,"rp",4,396,"Non-Native"
"Non-Native 17",30,5,"rp",1,1182,"Non-Native"
"Non-Native 17",32,5,"rp",3,602,"Non-Native"
"Non-Native 17",48,5,"rp",3,412,"Non-Native"
"Non-Native 17",34,5,"rp",1,575,"Non-Native"
"Non-Native 17",41,5,"rp",4,771,"Non-Native"
"Non-Native 17",33,5,"rp",4,558,"Non-Native"
"Non-Native 17",28,5,"rp",3,516,"Non-Native"
"Non-Native 17",43,5,"rp",2,646,"Non-Native"
"Non-Native 17",27,5,"rp",2,777,"Non-Native"
"Non-Native 17",25,5,"rp",4,624,"Non-Native"
"Non-Native 17",31,5,"rp",2,930,"Non-Native"
"Non-Native 17",45,5,"rp",4,433,"Non-Native"
"Non-Native 17",39,5,"rp",2,438,"Non-Native"
"Non-Native 17",26,5,"rp",1,446,"Non-Native"
"Non-Native 17",42,5,"rp",1,805,"Non-Native"
"Non-Native 17",38,5,"rp",1,364,"Non-Native"
"Non-Native 17",35,5,"rp",2,470,"Non-Native"
"Non-Native 17",40,5,"rp",3,819,"Non-Native"
"Non-Native 17",44,5,"rp",3,332,"Non-Native"
"Non-Native 17",47,5,"rp",2,729,"Non-Native"
"Non-Native 18",28,5,"rp",4,411,"Non-Native"
"Non-Native 18",46,5,"rp",2,1125,"Non-Native"
"Non-Native 18",29,5,"rp",1,130,"Non-Native"
"Non-Native 18",47,5,"rp",3,226,"Non-Native"
"Non-Native 18",48,5,"rp",4,469,"Non-Native"
"Non-Native 18",30,5,"rp",2,368,"Non-Native"
"Non-Native 18",40,5,"rp",4,457,"Non-Native"
"Non-Native 18",38,5,"rp",2,482,"Non-Native"
"Non-Native 18",32,5,"rp",4,437,"Non-Native"
"Non-Native 18",27,5,"rp",3,737,"Non-Native"
"Non-Native 18",41,5,"rp",1,550,"Non-Native"
"Non-Native 18",34,5,"rp",2,875,"Non-Native"
"Non-Native 18",25,5,"rp",1,279,"Non-Native"
"Non-Native 18",35,5,"rp",3,928,"Non-Native"
"Non-Native 18",43,5,"rp",3,241,"Non-Native"
"Non-Native 18",44,5,"rp",4,463,"Non-Native"
"Non-Native 18",37,5,"rp",1,842,"Non-Native"
"Non-Native 18",26,5,"rp",2,778,"Non-Native"
"Non-Native 18",36,5,"rp",4,302,"Non-Native"
"Non-Native 18",42,5,"rp",2,614,"Non-Native"
"Non-Native 18",33,5,"rp",1,233,"Non-Native"
"Non-Native 18",45,5,"rp",1,454,"Non-Native"
"Non-Native 18",31,5,"rp",3,694,"Non-Native"
"Non-Native 18",39,5,"rp",3,291,"Non-Native"
"Non-Native 19",38,5,"rp",3,435,"Non-Native"
"Non-Native 19",44,5,"rp",1,412,"Non-Native"
"Non-Native 19",47,5,"rp",4,418,"Non-Native"
"Non-Native 19",39,5,"rp",4,354,"Non-Native"
"Non-Native 19",29,5,"rp",2,332,"Non-Native"
"Non-Native 19",26,5,"rp",3,392,"Non-Native"
"Non-Native 19",41,5,"rp",2,331,"Non-Native"
"Non-Native 19",31,5,"rp",4,568,"Non-Native"
"Non-Native 19",27,5,"rp",4,855,"Non-Native"
"Non-Native 19",34,5,"rp",3,302,"Non-Native"
"Non-Native 19",37,5,"rp",2,462,"Non-Native"
"Non-Native 19",36,5,"rp",1,185,"Non-Native"
"Non-Native 19",28,5,"rp",1,379,"Non-Native"
"Non-Native 19",46,5,"rp",3,437,"Non-Native"
"Non-Native 19",32,5,"rp",1,1290,"Non-Native"
"Non-Native 19",48,5,"rp",1,481,"Non-Native"
"Non-Native 19",42,5,"rp",3,514,"Non-Native"
"Non-Native 19",43,5,"rp",4,508,"Non-Native"
"Non-Native 19",33,5,"rp",2,1037,"Non-Native"
"Non-Native 19",35,5,"rp",4,276,"Non-Native"
"Non-Native 19",40,5,"rp",1,604,"Non-Native"
"Non-Native 19",45,5,"rp",2,1085,"Non-Native"
"Non-Native 19",25,5,"rp",2,228,"Non-Native"
"Non-Native 19",30,5,"rp",3,941,"Non-Native"
"Non-Native 20",43,5,"rp",1,741,"Non-Native"
"Non-Native 20",46,5,"rp",4,457,"Non-Native"
"Non-Native 20",35,5,"rp",1,963,"Non-Native"
"Non-Native 20",44,5,"rp",2,593,"Non-Native"
"Non-Native 20",41,5,"rp",3,509,"Non-Native"
"Non-Native 20",36,5,"rp",2,472,"Non-Native"
"Non-Native 20",45,5,"rp",3,591,"Non-Native"
"Non-Native 20",31,5,"rp",1,759,"Non-Native"
"Non-Native 20",37,5,"rp",3,1201,"Non-Native"
"Non-Native 20",38,5,"rp",4,609,"Non-Native"
"Non-Native 20",25,5,"rp",3,911,"Non-Native"
"Non-Native 20",42,5,"rp",4,525,"Non-Native"
"Non-Native 20",28,5,"rp",2,1105,"Non-Native"
"Non-Native 20",48,5,"rp",2,566,"Non-Native"
"Non-Native 20",30,5,"rp",4,618,"Non-Native"
"Non-Native 20",32,5,"rp",2,1664,"Non-Native"
"Non-Native 20",26,5,"rp",4,1294,"Non-Native"
"Non-Native 20",27,5,"rp",1,586,"Non-Native"
"Non-Native 20",29,5,"rp",3,204,"Non-Native"
"Non-Native 20",40,5,"rp",2,944,"Non-Native"
"Non-Native 20",47,5,"rp",1,962,"Non-Native"
"Non-Native 20",39,5,"rp",1,701,"Non-Native"
"Non-Native 20",33,5,"rp",3,319,"Non-Native"
"Non-Native 20",34,5,"rp",4,443,"Non-Native"
"Non-Native 21",36,5,"rp",3,691,"Non-Native"
"Non-Native 21",47,5,"rp",2,894,"Non-Native"
"Non-Native 21",27,5,"rp",2,900,"Non-Native"
"Non-Native 21",40,5,"rp",3,999,"Non-Native"
"Non-Native 21",30,5,"rp",1,1064,"Non-Native"
"Non-Native 21",45,5,"rp",4,617,"Non-Native"
"Non-Native 21",33,5,"rp",4,641,"Non-Native"
"Non-Native 21",32,5,"rp",3,745,"Non-Native"
"Non-Native 21",41,5,"rp",4,735,"Non-Native"
"Non-Native 21",26,5,"rp",1,630,"Non-Native"
"Non-Native 21",46,5,"rp",1,736,"Non-Native"
"Non-Native 21",38,5,"rp",1,1332,"Non-Native"
"Non-Native 21",37,5,"rp",4,706,"Non-Native"
"Non-Native 21",39,5,"rp",2,701,"Non-Native"
"Non-Native 21",43,5,"rp",2,723,"Non-Native"
"Non-Native 21",29,5,"rp",4,667,"Non-Native"
"Non-Native 21",35,5,"rp",2,731,"Non-Native"
"Non-Native 21",28,5,"rp",3,790,"Non-Native"
"Non-Native 21",42,5,"rp",1,679,"Non-Native"
"Non-Native 21",31,5,"rp",2,922,"Non-Native"
"Non-Native 21",48,5,"rp",3,1077,"Non-Native"
"Non-Native 21",34,5,"rp",1,603,"Non-Native"
"Non-Native 21",44,5,"rp",3,774,"Non-Native"
"Non-Native 21",25,5,"rp",4,1603,"Non-Native"
"Non-Native 22",45,5,"rp",1,899,"Non-Native"
"Non-Native 22",31,5,"rp",3,571,"Non-Native"
"Non-Native 22",25,5,"rp",1,202,"Non-Native"
"Non-Native 22",36,5,"rp",4,311,"Non-Native"
"Non-Native 22",29,5,"rp",1,642,"Non-Native"
"Non-Native 22",38,5,"rp",2,393,"Non-Native"
"Non-Native 22",46,5,"rp",2,392,"Non-Native"
"Non-Native 22",26,5,"rp",2,404,"Non-Native"
"Non-Native 22",37,5,"rp",1,1070,"Non-Native"
"Non-Native 22",35,5,"rp",3,628,"Non-Native"
"Non-Native 22",48,5,"rp",4,388,"Non-Native"
"Non-Native 22",39,5,"rp",3,610,"Non-Native"
"Non-Native 22",28,5,"rp",4,1241,"Non-Native"
"Non-Native 22",43,5,"rp",3,1006,"Non-Native"
"Non-Native 22",42,5,"rp",2,1099,"Non-Native"
"Non-Native 22",47,5,"rp",3,758,"Non-Native"
"Non-Native 22",44,5,"rp",4,410,"Non-Native"
"Non-Native 22",27,5,"rp",3,1007,"Non-Native"
"Non-Native 22",32,5,"rp",4,571,"Non-Native"
"Non-Native 22",41,5,"rp",1,840,"Non-Native"
"Non-Native 22",33,5,"rp",1,631,"Non-Native"
"Non-Native 22",34,5,"rp",2,885,"Non-Native"
"Non-Native 22",30,5,"rp",2,610,"Non-Native"
"Non-Native 22",40,5,"rp",4,411,"Non-Native"
"Non-Native 23",40,5,"rp",2,463,"Non-Native"
"Non-Native 23",28,5,"rp",2,644,"Non-Native"
"Non-Native 23",29,5,"rp",3,0,"Non-Native"
"Non-Native 23",44,5,"rp",2,588,"Non-Native"
"Non-Native 23",30,5,"rp",4,977,"Non-Native"
"Non-Native 23",33,5,"rp",3,603,"Non-Native"
"Non-Native 23",32,5,"rp",2,767,"Non-Native"
"Non-Native 23",45,5,"rp",3,847,"Non-Native"
"Non-Native 23",42,5,"rp",4,630,"Non-Native"
"Non-Native 23",35,5,"rp",1,551,"Non-Native"
"Non-Native 23",48,5,"rp",2,545,"Non-Native"
"Non-Native 23",31,5,"rp",1,487,"Non-Native"
"Non-Native 23",26,5,"rp",4,1200,"Non-Native"
"Non-Native 23",43,5,"rp",1,487,"Non-Native"
"Non-Native 23",27,5,"rp",1,1407,"Non-Native"
"Non-Native 23",37,5,"rp",3,603,"Non-Native"
"Non-Native 23",38,5,"rp",4,1408,"Non-Native"
"Non-Native 23",36,5,"rp",2,285,"Non-Native"
"Non-Native 23",41,5,"rp",3,586,"Non-Native"
"Non-Native 23",47,5,"rp",1,584,"Non-Native"
"Non-Native 23",34,5,"rp",4,452,"Non-Native"
"Non-Native 23",39,5,"rp",1,493,"Non-Native"
"Non-Native 23",46,5,"rp",4,604,"Non-Native"
"Non-Native 23",25,5,"rp",3,8213,"Non-Native"
"Non-Native 24",32,5,"rp",1,1511,"Non-Native"
"Non-Native 24",30,5,"rp",3,907,"Non-Native"
"Non-Native 24",47,5,"rp",4,1202,"Non-Native"
"Non-Native 24",34,5,"rp",3,4819,"Non-Native"
"Non-Native 24",43,5,"rp",4,1497,"Non-Native"
"Non-Native 24",27,5,"rp",4,563,"Non-Native"
"Non-Native 24",29,5,"rp",2,1503,"Non-Native"
"Non-Native 24",39,5,"rp",4,385,"Non-Native"
"Non-Native 24",33,5,"rp",2,1120,"Non-Native"
"Non-Native 24",31,5,"rp",4,1911,"Non-Native"
"Non-Native 24",38,5,"rp",3,924,"Non-Native"
"Non-Native 24",40,5,"rp",1,645,"Non-Native"
"Non-Native 24",28,5,"rp",1,2026,"Non-Native"
"Non-Native 24",37,5,"rp",2,2664,"Non-Native"
"Non-Native 24",25,5,"rp",2,582,"Non-Native"
"Non-Native 24",48,5,"rp",1,1088,"Non-Native"
"Non-Native 24",36,5,"rp",1,1180,"Non-Native"
"Non-Native 24",41,5,"rp",2,859,"Non-Native"
"Non-Native 24",35,5,"rp",4,992,"Non-Native"
"Non-Native 24",26,5,"rp",3,198,"Non-Native"
"Non-Native 24",42,5,"rp",3,875,"Non-Native"
"Non-Native 24",44,5,"rp",1,3112,"Non-Native"
"Non-Native 24",46,5,"rp",3,1197,"Non-Native"
"Non-Native 25",25,5,"rp",3,0,"Non-Native"
"Non-Native 25",44,5,"rp",2,408,"Non-Native"
"Non-Native 25",31,5,"rp",1,280,"Non-Native"
"Non-Native 25",39,5,"rp",1,592,"Non-Native"
"Non-Native 25",45,5,"rp",3,310,"Non-Native"
"Non-Native 25",26,5,"rp",4,273,"Non-Native"
"Non-Native 25",32,5,"rp",2,610,"Non-Native"
"Non-Native 25",40,5,"rp",2,489,"Non-Native"
"Non-Native 25",27,5,"rp",1,471,"Non-Native"
"Non-Native 25",37,5,"rp",3,327,"Non-Native"
"Non-Native 25",41,5,"rp",3,424,"Non-Native"
"Non-Native 25",30,5,"rp",4,574,"Non-Native"
"Non-Native 25",34,5,"rp",4,317,"Non-Native"
"Non-Native 25",35,5,"rp",1,412,"Non-Native"
"Non-Native 25",38,5,"rp",4,297,"Non-Native"
"Non-Native 25",29,5,"rp",3,442,"Non-Native"
"Non-Native 25",42,5,"rp",4,433,"Non-Native"
"Non-Native 25",43,5,"rp",1,274,"Non-Native"
"Non-Native 25",28,5,"rp",2,453,"Non-Native"
"Non-Native 25",36,5,"rp",2,452,"Non-Native"
"Non-Native 25",47,5,"rp",1,411,"Non-Native"
"Non-Native 25",33,5,"rp",3,424,"Non-Native"
"Non-Native 25",46,5,"rp",4,223,"Non-Native"
"Non-Native 25",48,5,"rp",2,208,"Non-Native"
"Non-Native 26",37,5,"rp",4,960,"Non-Native"
"Non-Native 26",43,5,"rp",2,700,"Non-Native"
"Non-Native 26",31,5,"rp",2,1150,"Non-Native"
"Non-Native 26",47,5,"rp",2,1050,"Non-Native"
"Non-Native 26",33,5,"rp",4,0,"Non-Native"
"Non-Native 26",44,5,"rp",3,593,"Non-Native"
"Non-Native 26",29,5,"rp",4,355,"Non-Native"
"Non-Native 26",36,5,"rp",3,468,"Non-Native"
"Non-Native 26",35,5,"rp",2,445,"Non-Native"
"Non-Native 26",34,5,"rp",1,267,"Non-Native"
"Non-Native 26",25,5,"rp",4,348,"Non-Native"
"Non-Native 26",38,5,"rp",1,573,"Non-Native"
"Non-Native 26",32,5,"rp",3,462,"Non-Native"
"Non-Native 26",40,5,"rp",3,643,"Non-Native"
"Non-Native 26",41,5,"rp",4,733,"Non-Native"
"Non-Native 26",48,5,"rp",3,289,"Non-Native"
"Non-Native 26",46,5,"rp",1,633,"Non-Native"
"Non-Native 26",30,5,"rp",1,732,"Non-Native"
"Non-Native 26",45,5,"rp",4,993,"Non-Native"
"Non-Native 26",27,5,"rp",2,1556,"Non-Native"
"Non-Native 26",42,5,"rp",1,1211,"Non-Native"
"Non-Native 26",28,5,"rp",3,725,"Non-Native"
"Non-Native 26",26,5,"rp",1,383,"Non-Native"
"Non-Native 26",39,5,"rp",2,0,"Non-Native"
"Non-Native 27",34,5,"rp",2,534,"Non-Native"
"Non-Native 27",29,5,"rp",1,893,"Non-Native"
"Non-Native 27",28,5,"rp",4,1148,"Non-Native"
"Non-Native 27",42,5,"rp",2,1115,"Non-Native"
"Non-Native 27",37,5,"rp",1,6740,"Non-Native"
"Non-Native 27",35,5,"rp",3,636,"Non-Native"
"Non-Native 27",41,5,"rp",1,579,"Non-Native"
"Non-Native 27",48,5,"rp",4,854,"Non-Native"
"Non-Native 27",47,5,"rp",3,903,"Non-Native"
"Non-Native 27",46,5,"rp",2,586,"Non-Native"
"Non-Native 27",30,5,"rp",2,515,"Non-Native"
"Non-Native 27",32,5,"rp",4,4995,"Non-Native"
"Non-Native 27",26,5,"rp",2,602,"Non-Native"
"Non-Native 27",40,5,"rp",4,613,"Non-Native"
"Non-Native 27",31,5,"rp",3,1515,"Non-Native"
"Non-Native 27",45,5,"rp",1,1082,"Non-Native"
"Non-Native 27",39,5,"rp",3,0,"Non-Native"
"Non-Native 27",43,5,"rp",3,742,"Non-Native"
"Non-Native 27",27,5,"rp",3,919,"Non-Native"
"Non-Native 27",33,5,"rp",1,521,"Non-Native"
"Non-Native 27",44,5,"rp",4,2550,"Non-Native"
"Non-Native 27",25,5,"rp",1,276,"Non-Native"
"Non-Native 27",36,5,"rp",4,1652,"Non-Native"
"Non-Native 27",38,5,"rp",2,399,"Non-Native"
"Non-Native 28",46,5,"rp",3,224,"Non-Native"
"Non-Native 28",28,5,"rp",1,563,"Non-Native"
"Non-Native 28",48,5,"rp",1,263,"Non-Native"
"Non-Native 28",38,5,"rp",3,160,"Non-Native"
"Non-Native 28",45,5,"rp",2,162,"Non-Native"
"Non-Native 28",31,5,"rp",4,581,"Non-Native"
"Non-Native 28",47,5,"rp",4,461,"Non-Native"
"Non-Native 28",34,5,"rp",3,394,"Non-Native"
"Non-Native 28",41,5,"rp",2,238,"Non-Native"
"Non-Native 28",33,5,"rp",2,603,"Non-Native"
"Non-Native 28",37,5,"rp",2,0,"Non-Native"
"Non-Native 28",32,5,"rp",1,397,"Non-Native"
"Non-Native 28",30,5,"rp",3,90,"Non-Native"
"Non-Native 28",43,5,"rp",4,222,"Non-Native"
"Non-Native 28",44,5,"rp",1,706,"Non-Native"
"Non-Native 28",40,5,"rp",1,365,"Non-Native"
"Non-Native 28",29,5,"rp",2,785,"Non-Native"
"Non-Native 28",39,5,"rp",4,133,"Non-Native"
"Non-Native 28",35,5,"rp",4,109,"Non-Native"
"Non-Native 28",26,5,"rp",3,411,"Non-Native"
"Non-Native 28",25,5,"rp",2,0,"Non-Native"
"Non-Native 28",42,5,"rp",3,239,"Non-Native"
"Non-Native 28",36,5,"rp",1,505,"Non-Native"
"Non-Native 28",27,5,"rp",4,369,"Non-Native"
"Non-Native 29",25,5,"rp",3,234,"Non-Native"
"Non-Native 29",40,5,"rp",2,434,"Non-Native"
"Non-Native 29",34,5,"rp",4,468,"Non-Native"
"Non-Native 29",43,5,"rp",1,389,"Non-Native"
"Non-Native 29",46,5,"rp",4,405,"Non-Native"
"Non-Native 29",28,5,"rp",2,390,"Non-Native"
"Non-Native 29",29,5,"rp",3,570,"Non-Native"
"Non-Native 29",36,5,"rp",2,156,"Non-Native"
"Non-Native 29",35,5,"rp",1,380,"Non-Native"
