"subject","item","region","measure","condition","rawdata","group_G"
"Native 21",35,2,"tt",2,608,"Native"
"Native 21",27,2,"tt",2,510,"Native"
"Native 21",31,2,"tt",2,690,"Native"
"Native 21",48,2,"tt",3,474,"Native"
"Native 21",29,2,"tt",4,195,"Native"
"Native 21",44,2,"tt",3,321,"Native"
"Native 21",33,2,"tt",4,154,"Native"
"Native 21",34,2,"tt",1,540,"Native"
"Native 21",26,2,"tt",1,488,"Native"
"Native 21",37,2,"tt",4,266,"Native"
"Native 21",39,2,"tt",2,236,"Native"
"Native 21",25,2,"tt",4,269,"Native"
"Native 22",27,2,"tt",3,492,"Native"
"Native 22",33,2,"tt",1,689,"Native"
"Native 22",47,2,"tt",3,591,"Native"
"Native 22",37,2,"tt",1,715,"Native"
"Native 22",35,2,"tt",3,664,"Native"
"Native 22",39,2,"tt",3,545,"Native"
"Native 22",48,2,"tt",4,406,"Native"
"Native 22",45,2,"tt",1,1792,"Native"
"Native 22",43,2,"tt",3,2114,"Native"
"Native 22",40,2,"tt",4,1386,"Native"
"Native 22",29,2,"tt",1,1512,"Native"
"Native 22",36,2,"tt",4,745,"Native"
"Native 22",25,2,"tt",1,888,"Native"
"Native 22",26,2,"tt",2,402,"Native"
"Native 22",34,2,"tt",2,1776,"Native"
"Native 22",38,2,"tt",2,857,"Native"
"Native 22",41,2,"tt",1,1170,"Native"
"Native 22",28,2,"tt",4,1225,"Native"
"Native 22",32,2,"tt",4,624,"Native"
"Native 22",42,2,"tt",2,973,"Native"
"Native 22",31,2,"tt",3,327,"Native"
"Native 22",46,2,"tt",2,1008,"Native"
"Native 22",44,2,"tt",4,394,"Native"
"Native 22",30,2,"tt",2,680,"Native"
"Native 23",37,2,"tt",3,2475,"Native"
"Native 23",30,2,"tt",4,977,"Native"
"Native 23",46,2,"tt",4,856,"Native"
"Native 23",43,2,"tt",1,588,"Native"
"Native 23",26,2,"tt",4,834,"Native"
"Native 23",25,2,"tt",3,842,"Native"
"Native 23",36,2,"tt",2,586,"Native"
"Native 23",34,2,"tt",4,455,"Native"
"Native 23",32,2,"tt",2,629,"Native"
"Native 23",33,2,"tt",3,1716,"Native"
"Native 23",35,2,"tt",1,1565,"Native"
"Native 23",41,2,"tt",3,975,"Native"
"Native 23",29,2,"tt",3,824,"Native"
"Native 23",45,2,"tt",3,1900,"Native"
"Native 23",31,2,"tt",1,1291,"Native"
"Native 23",28,2,"tt",2,457,"Native"
"Native 23",47,2,"tt",1,931,"Native"
"Native 23",27,2,"tt",1,152,"Native"
"Native 23",38,2,"tt",4,216,"Native"
"Native 23",44,2,"tt",2,541,"Native"
"Native 23",48,2,"tt",2,164,"Native"
"Native 23",40,2,"tt",2,806,"Native"
"Native 23",39,2,"tt",1,904,"Native"
"Native 23",42,2,"tt",4,1278,"Native"
"Native 24",33,2,"tt",2,213,"Native"
"Native 24",27,2,"tt",4,241,"Native"
"Native 24",31,2,"tt",4,117,"Native"
"Native 24",48,2,"tt",1,0,"Native"
"Native 24",34,2,"tt",3,246,"Native"
"Native 24",39,2,"tt",4,189,"Native"
"Native 24",36,2,"tt",1,358,"Native"
"Native 24",26,2,"tt",3,198,"Native"
"Native 24",32,2,"tt",1,0,"Native"
"Native 24",28,2,"tt",1,463,"Native"
"Native 24",35,2,"tt",4,344,"Native"
"Native 24",29,2,"tt",2,169,"Native"
"Native 24",42,2,"tt",3,216,"Native"
"Native 24",38,2,"tt",3,102,"Native"
"Native 24",46,2,"tt",3,0,"Native"
"Native 24",37,2,"tt",2,196,"Native"
"Native 24",30,2,"tt",3,182,"Native"
"Native 24",45,2,"tt",2,281,"Native"
"Native 24",25,2,"tt",2,222,"Native"
"Native 24",40,2,"tt",1,199,"Native"
"Native 24",47,2,"tt",4,248,"Native"
"Native 24",41,2,"tt",2,182,"Native"
"Native 24",43,2,"tt",4,199,"Native"
"Native 24",44,2,"tt",1,160,"Native"
"Native 25",46,2,"tt",4,272,"Native"
"Native 25",43,2,"tt",1,758,"Native"
"Native 25",28,2,"tt",2,288,"Native"
"Native 25",30,2,"tt",4,830,"Native"
"Native 25",41,2,"tt",3,0,"Native"
"Native 25",25,2,"tt",3,1186,"Native"
"Native 25",42,2,"tt",4,558,"Native"
"Native 25",37,2,"tt",3,214,"Native"
"Native 25",47,2,"tt",1,468,"Native"
"Native 25",35,2,"tt",1,748,"Native"
"Native 25",44,2,"tt",2,217,"Native"
"Native 25",45,2,"tt",3,0,"Native"
"Native 25",31,2,"tt",1,219,"Native"
"Native 25",26,2,"tt",4,449,"Native"
"Native 25",48,2,"tt",2,170,"Native"
"Native 25",34,2,"tt",4,340,"Native"
"Native 25",40,2,"tt",2,0,"Native"
"Native 25",39,2,"tt",1,201,"Native"
"Native 25",27,2,"tt",1,0,"Native"
"Native 25",38,2,"tt",4,152,"Native"
"Native 25",32,2,"tt",2,0,"Native"
"Native 25",29,2,"tt",3,242,"Native"
"Native 25",33,2,"tt",3,299,"Native"
"Native 25",36,2,"tt",2,247,"Native"
"Native 26",37,2,"tt",4,193,"Native"
"Native 26",44,2,"tt",3,679,"Native"
"Native 26",33,2,"tt",4,578,"Native"
"Native 26",25,2,"tt",4,0,"Native"
"Native 26",47,2,"tt",2,1357,"Native"
"Native 26",38,2,"tt",1,859,"Native"
"Native 26",36,2,"tt",3,1458,"Native"
"Native 26",48,2,"tt",3,2850,"Native"
"Native 26",41,2,"tt",4,383,"Native"
"Native 26",32,2,"tt",3,1710,"Native"
"Native 26",42,2,"tt",1,1424,"Native"
"Native 26",26,2,"tt",1,2615,"Native"
"Native 26",29,2,"tt",4,312,"Native"
"Native 26",40,2,"tt",3,874,"Native"
"Native 26",35,2,"tt",2,626,"Native"
"Native 26",27,2,"tt",2,1170,"Native"
"Native 26",34,2,"tt",1,552,"Native"
"Native 26",31,2,"tt",2,194,"Native"
"Native 26",30,2,"tt",1,533,"Native"
"Native 26",43,2,"tt",2,1115,"Native"
"Native 26",39,2,"tt",2,140,"Native"
"Native 26",45,2,"tt",4,442,"Native"
"Native 26",28,2,"tt",3,595,"Native"
"Native 26",46,2,"tt",1,458,"Native"
"Native 27",34,2,"tt",2,788,"Native"
"Native 27",25,2,"tt",1,2103,"Native"
"Native 27",30,2,"tt",2,673,"Native"
"Native 27",35,2,"tt",3,235,"Native"
"Native 27",45,2,"tt",1,978,"Native"
"Native 27",28,2,"tt",4,304,"Native"
"Native 27",38,2,"tt",2,412,"Native"
"Native 27",47,2,"tt",3,1079,"Native"
"Native 27",41,2,"tt",1,399,"Native"
"Native 27",36,2,"tt",4,603,"Native"
"Native 27",40,2,"tt",4,111,"Native"
"Native 27",31,2,"tt",3,761,"Native"
"Native 27",32,2,"tt",4,877,"Native"
"Native 27",26,2,"tt",2,1899,"Native"
"Native 27",46,2,"tt",2,148,"Native"
"Native 27",29,2,"tt",1,463,"Native"
"Native 27",27,2,"tt",3,1745,"Native"
"Native 27",44,2,"tt",4,421,"Native"
"Native 27",39,2,"tt",3,1184,"Native"
"Native 27",33,2,"tt",1,310,"Native"
"Native 27",43,2,"tt",3,772,"Native"
"Native 27",42,2,"tt",2,439,"Native"
"Native 27",48,2,"tt",4,929,"Native"
"Native 27",37,2,"tt",1,970,"Native"
"Native 28",40,2,"tt",1,864,"Native"
"Native 28",25,2,"tt",2,359,"Native"
"Native 28",27,2,"tt",4,879,"Native"
"Native 28",32,2,"tt",1,324,"Native"
"Native 28",34,2,"tt",3,478,"Native"
"Native 28",26,2,"tt",3,801,"Native"
"Native 28",35,2,"tt",4,501,"Native"
"Native 28",45,2,"tt",2,676,"Native"
"Native 28",46,2,"tt",3,527,"Native"
"Native 28",37,2,"tt",2,883,"Native"
"Native 28",29,2,"tt",2,918,"Native"
"Native 28",38,2,"tt",3,450,"Native"
"Native 28",28,2,"tt",1,395,"Native"
"Native 28",30,2,"tt",3,430,"Native"
"Native 28",47,2,"tt",4,348,"Native"
"Native 28",41,2,"tt",2,318,"Native"
"Native 28",43,2,"tt",4,254,"Native"
"Native 28",39,2,"tt",4,294,"Native"
"Native 28",31,2,"tt",4,390,"Native"
"Native 28",33,2,"tt",2,381,"Native"
"Native 28",44,2,"tt",1,0,"Native"
"Native 28",36,2,"tt",1,444,"Native"
"Native 28",42,2,"tt",3,840,"Native"
"Native 28",48,2,"tt",1,222,"Native"
"Native 29",43,2,"tt",1,352,"Native"
"Native 29",37,2,"tt",3,1386,"Native"
"Native 29",48,2,"tt",2,325,"Native"
"Native 29",44,2,"tt",2,0,"Native"
"Native 29",41,2,"tt",3,302,"Native"
"Native 29",36,2,"tt",2,354,"Native"
"Native 29",27,2,"tt",1,798,"Native"
"Native 29",30,2,"tt",4,614,"Native"
"Native 29",45,2,"tt",3,754,"Native"
"Native 29",40,2,"tt",2,0,"Native"
"Native 29",31,2,"tt",1,1147,"Native"
"Native 29",34,2,"tt",4,297,"Native"
"Native 29",33,2,"tt",3,0,"Native"
"Native 29",47,2,"tt",1,170,"Native"
"Native 29",25,2,"tt",3,755,"Native"
"Native 29",38,2,"tt",4,496,"Native"
"Native 29",29,2,"tt",3,761,"Native"
"Native 29",28,2,"tt",2,271,"Native"
"Native 29",42,2,"tt",4,767,"Native"
"Native 29",32,2,"tt",2,504,"Native"
"Native 29",46,2,"tt",4,608,"Native"
"Native 29",39,2,"tt",1,887,"Native"
"Native 29",26,2,"tt",4,862,"Native"
"Native 29",35,2,"tt",1,808,"Native"
"Native 30",36,2,"tt",3,627,"Native"
"Native 30",28,2,"tt",3,1229,"Native"
"Native 30",37,2,"tt",4,582,"Native"
"Native 30",44,2,"tt",3,791,"Native"
"Native 30",35,2,"tt",2,337,"Native"
"Native 30",38,2,"tt",1,391,"Native"
"Native 30",47,2,"tt",2,447,"Native"
"Native 30",34,2,"tt",1,609,"Native"
"Native 30",30,2,"tt",1,295,"Native"
"Native 30",42,2,"tt",1,703,"Native"
"Native 30",33,2,"tt",4,253,"Native"
"Native 30",48,2,"tt",3,491,"Native"
"Native 30",31,2,"tt",2,284,"Native"
"Native 30",39,2,"tt",2,360,"Native"
"Native 30",32,2,"tt",3,401,"Native"
"Native 30",41,2,"tt",4,765,"Native"
"Native 30",26,2,"tt",1,444,"Native"
"Native 30",45,2,"tt",4,350,"Native"
"Native 30",29,2,"tt",4,379,"Native"
"Native 30",46,2,"tt",1,515,"Native"
"Native 30",25,2,"tt",4,556,"Native"
"Native 30",40,2,"tt",3,341,"Native"
"Native 30",43,2,"tt",2,262,"Native"
"Native 30",27,2,"tt",2,239,"Native"
"Native 31",34,2,"tt",2,632,"Native"
"Native 31",44,2,"tt",4,212,"Native"
"Native 31",40,2,"tt",4,604,"Native"
"Native 31",31,2,"tt",3,1368,"Native"
"Native 31",39,2,"tt",3,1650,"Native"
"Native 31",45,2,"tt",1,263,"Native"
"Native 31",43,2,"tt",3,433,"Native"
"Native 31",35,2,"tt",3,892,"Native"
"Native 31",28,2,"tt",4,891,"Native"
"Native 31",29,2,"tt",1,451,"Native"
"Native 31",48,2,"tt",4,718,"Native"
"Native 31",36,2,"tt",4,597,"Native"
"Native 31",26,2,"tt",2,611,"Native"
"Native 31",42,2,"tt",2,194,"Native"
"Native 31",47,2,"tt",3,207,"Native"
"Native 31",25,2,"tt",1,181,"Native"
"Native 31",41,2,"tt",1,680,"Native"
"Native 31",46,2,"tt",2,593,"Native"
"Native 31",38,2,"tt",2,408,"Native"
"Native 31",30,2,"tt",2,645,"Native"
"Native 31",32,2,"tt",4,395,"Native"
"Native 31",27,2,"tt",3,787,"Native"
"Native 31",37,2,"tt",1,677,"Native"
"Native 31",33,2,"tt",1,455,"Native"
"Native 32",37,2,"tt",2,584,"Native"
"Native 32",27,2,"tt",4,412,"Native"
"Native 32",42,2,"tt",3,639,"Native"
"Native 32",40,2,"tt",1,418,"Native"
"Native 32",32,2,"tt",1,656,"Native"
"Native 32",43,2,"tt",4,407,"Native"
"Native 32",41,2,"tt",2,567,"Native"
"Native 32",29,2,"tt",2,215,"Native"
"Native 32",28,2,"tt",1,795,"Native"
"Native 32",30,2,"tt",3,281,"Native"
"Native 32",39,2,"tt",4,171,"Native"
"Native 32",26,2,"tt",3,559,"Native"
"Native 32",35,2,"tt",4,119,"Native"
"Native 32",31,2,"tt",4,162,"Native"
"Native 32",25,2,"tt",2,1251,"Native"
"Native 32",38,2,"tt",3,973,"Native"
"Native 32",33,2,"tt",2,382,"Native"
"Native 32",36,2,"tt",1,400,"Native"
"Native 32",34,2,"tt",3,347,"Native"
"Native 32",45,2,"tt",2,776,"Native"
"Native 32",44,2,"tt",1,446,"Native"
"Native 32",47,2,"tt",4,344,"Native"
"Native 32",48,2,"tt",1,880,"Native"
"Native 32",46,2,"tt",3,192,"Native"
"Native 33",42,2,"tt",4,520,"Native"
"Native 33",34,2,"tt",4,1012,"Native"
"Native 33",36,2,"tt",2,241,"Native"
"Native 33",29,2,"tt",3,314,"Native"
"Native 33",27,2,"tt",1,1253,"Native"
"Native 33",28,2,"tt",2,688,"Native"
"Native 33",40,2,"tt",2,345,"Native"
"Native 33",30,2,"tt",4,463,"Native"
"Native 33",33,2,"tt",3,0,"Native"
"Native 33",38,2,"tt",4,1244,"Native"
"Native 33",37,2,"tt",3,1030,"Native"
"Native 33",26,2,"tt",4,744,"Native"
"Native 33",25,2,"tt",3,758,"Native"
"Native 33",31,2,"tt",1,423,"Native"
"Native 33",44,2,"tt",2,0,"Native"
"Native 33",45,2,"tt",3,462,"Native"
"Native 33",46,2,"tt",4,556,"Native"
"Native 33",39,2,"tt",1,997,"Native"
"Native 33",43,2,"tt",1,396,"Native"
"Native 33",32,2,"tt",2,760,"Native"
"Native 33",41,2,"tt",3,907,"Native"
"Native 33",48,2,"tt",2,1401,"Native"
"Native 33",47,2,"tt",1,432,"Native"
"Native 33",35,2,"tt",1,376,"Native"
"Native 34",35,2,"tt",2,0,"Native"
"Native 34",41,2,"tt",4,130,"Native"
"Native 34",36,2,"tt",3,133,"Native"
"Native 34",39,2,"tt",2,0,"Native"
"Native 34",43,2,"tt",2,213,"Native"
"Native 34",27,2,"tt",2,156,"Native"
"Native 34",25,2,"tt",4,222,"Native"
"Native 34",31,2,"tt",2,133,"Native"
"Native 34",47,2,"tt",2,0,"Native"
"Native 34",40,2,"tt",3,333,"Native"
"Native 34",28,2,"tt",3,265,"Native"
"Native 34",42,2,"tt",1,0,"Native"
"Native 34",32,2,"tt",3,167,"Native"
"Native 34",45,2,"tt",4,221,"Native"
"Native 34",46,2,"tt",1,157,"Native"
"Native 34",34,2,"tt",1,270,"Native"
"Native 34",38,2,"tt",1,172,"Native"
"Native 34",48,2,"tt",3,280,"Native"
"Native 34",44,2,"tt",3,0,"Native"
"Native 34",26,2,"tt",1,169,"Native"
"Native 34",33,2,"tt",4,0,"Native"
"Native 34",30,2,"tt",1,0,"Native"
"Native 34",29,2,"tt",4,232,"Native"
"Native 34",37,2,"tt",4,133,"Native"
"Native 35",25,2,"tt",4,342,"Native"
"Native 35",43,2,"tt",2,258,"Native"
"Native 35",40,2,"tt",3,1436,"Native"
"Native 35",31,2,"tt",2,420,"Native"
"Native 35",37,2,"tt",4,459,"Native"
"Native 35",42,2,"tt",1,712,"Native"
"Native 35",45,2,"tt",4,562,"Native"
"Native 35",29,2,"tt",4,236,"Native"
"Native 35",32,2,"tt",3,2696,"Native"
"Native 35",41,2,"tt",4,0,"Native"
"Native 35",36,2,"tt",3,691,"Native"
"Native 35",48,2,"tt",3,1121,"Native"
"Native 35",26,2,"tt",1,605,"Native"
"Native 35",38,2,"tt",1,904,"Native"
"Native 35",44,2,"tt",3,389,"Native"
"Native 35",30,2,"tt",1,1682,"Native"
"Native 35",39,2,"tt",2,264,"Native"
"Native 35",33,2,"tt",4,168,"Native"
"Native 35",46,2,"tt",1,1152,"Native"
"Native 35",34,2,"tt",1,1005,"Native"
"Native 35",28,2,"tt",3,1140,"Native"
"Native 35",27,2,"tt",2,0,"Native"
"Native 35",35,2,"tt",2,0,"Native"
"Native 35",47,2,"tt",2,0,"Native"
"Native 36",48,2,"tt",4,290,"Native"
"Native 36",28,2,"tt",4,672,"Native"
"Native 36",29,2,"tt",1,852,"Native"
"Native 36",33,2,"tt",1,852,"Native"
"Native 36",39,2,"tt",3,856,"Native"
"Native 36",35,2,"tt",3,806,"Native"
"Native 36",45,2,"tt",1,359,"Native"
"Native 36",36,2,"tt",4,710,"Native"
"Native 36",42,2,"tt",2,157,"Native"
"Native 36",34,2,"tt",2,147,"Native"
"Native 36",25,2,"tt",1,387,"Native"
"Native 36",41,2,"tt",1,0,"Native"
"Native 36",26,2,"tt",2,126,"Native"
"Native 36",30,2,"tt",2,202,"Native"
"Native 36",43,2,"tt",3,387,"Native"
"Native 36",32,2,"tt",4,234,"Native"
"Native 36",31,2,"tt",3,517,"Native"
"Native 36",47,2,"tt",3,521,"Native"
"Native 36",44,2,"tt",4,0,"Native"
"Native 36",27,2,"tt",3,635,"Native"
"Native 36",46,2,"tt",2,435,"Native"
"Native 36",37,2,"tt",1,356,"Native"
"Native 36",38,2,"tt",2,339,"Native"
"Native 36",40,2,"tt",4,101,"Native"
"Native 37",29,2,"tt",2,706,"Native"
"Native 37",30,2,"tt",3,590,"Native"
"Native 37",38,2,"tt",3,704,"Native"
"Native 37",40,2,"tt",1,555,"Native"
"Native 37",44,2,"tt",1,401,"Native"
"Native 37",47,2,"tt",4,272,"Native"
"Native 37",48,2,"tt",1,717,"Native"
"Native 37",26,2,"tt",3,516,"Native"
"Native 37",42,2,"tt",3,492,"Native"
"Native 37",31,2,"tt",4,716,"Native"
"Native 37",35,2,"tt",4,189,"Native"
"Native 37",32,2,"tt",1,415,"Native"
"Native 37",39,2,"tt",4,259,"Native"
"Native 37",41,2,"tt",2,308,"Native"
"Native 37",43,2,"tt",4,584,"Native"
"Native 37",27,2,"tt",4,425,"Native"
"Native 37",34,2,"tt",3,470,"Native"
"Native 37",25,2,"tt",2,415,"Native"
"Native 37",28,2,"tt",1,527,"Native"
"Native 37",46,2,"tt",3,927,"Native"
"Native 37",37,2,"tt",2,401,"Native"
"Native 37",36,2,"tt",1,464,"Native"
"Native 37",45,2,"tt",2,397,"Native"
"Native 37",33,2,"tt",2,631,"Native"
"Native 38",39,2,"tt",1,848,"Native"
"Native 38",41,2,"tt",3,377,"Native"
"Native 38",36,2,"tt",2,626,"Native"
"Native 38",40,2,"tt",2,323,"Native"
"Native 38",29,2,"tt",3,927,"Native"
"Native 38",45,2,"tt",3,345,"Native"
"Native 38",42,2,"tt",4,160,"Native"
"Native 38",26,2,"tt",4,425,"Native"
"Native 38",30,2,"tt",4,290,"Native"
"Native 38",35,2,"tt",1,231,"Native"
"Native 38",46,2,"tt",4,490,"Native"
"Native 38",33,2,"tt",3,859,"Native"
"Native 38",27,2,"tt",1,612,"Native"
"Native 38",44,2,"tt",2,0,"Native"
"Native 38",25,2,"tt",3,822,"Native"
"Native 38",32,2,"tt",2,591,"Native"
"Native 38",47,2,"tt",1,279,"Native"
"Native 38",31,2,"tt",1,1534,"Native"
"Native 38",34,2,"tt",4,160,"Native"
"Native 38",38,2,"tt",4,444,"Native"
"Native 38",48,2,"tt",2,460,"Native"
"Native 38",43,2,"tt",1,306,"Native"
"Native 38",37,2,"tt",3,677,"Native"
"Native 38",28,2,"tt",2,333,"Native"
"Native 39",28,2,"tt",3,374,"Native"
"Native 39",29,2,"tt",4,876,"Native"
"Native 39",33,2,"tt",4,401,"Native"
"Native 39",25,2,"tt",4,645,"Native"
"Native 39",32,2,"tt",3,1286,"Native"
"Native 39",40,2,"tt",3,748,"Native"
"Native 39",46,2,"tt",1,684,"Native"
"Native 39",31,2,"tt",2,503,"Native"
"Native 39",43,2,"tt",2,391,"Native"
"Native 39",27,2,"tt",2,306,"Native"
"Native 39",37,2,"tt",4,262,"Native"
"Native 39",48,2,"tt",3,690,"Native"
"Native 39",47,2,"tt",2,542,"Native"
"Native 39",41,2,"tt",4,482,"Native"
"Native 39",38,2,"tt",1,623,"Native"
"Native 39",26,2,"tt",1,980,"Native"
"Native 39",45,2,"tt",4,599,"Native"
"Native 39",39,2,"tt",2,1180,"Native"
"Native 39",42,2,"tt",1,882,"Native"
"Native 39",36,2,"tt",3,1047,"Native"
"Native 39",34,2,"tt",1,237,"Native"
"Native 39",30,2,"tt",1,932,"Native"
"Native 39",35,2,"tt",2,992,"Native"
"Native 39",44,2,"tt",3,540,"Native"
"Native 40",39,2,"tt",3,650,"Native"
"Native 40",46,2,"tt",2,1179,"Native"
"Native 40",34,2,"tt",2,665,"Native"
"Native 40",33,2,"tt",1,501,"Native"
"Native 40",27,2,"tt",3,254,"Native"
"Native 40",31,2,"tt",3,830,"Native"
"Native 40",48,2,"tt",4,579,"Native"
"Native 40",28,2,"tt",4,944,"Native"
"Native 40",38,2,"tt",2,1922,"Native"
"Native 40",44,2,"tt",4,777,"Native"
"Native 40",45,2,"tt",1,1371,"Native"
"Native 40",29,2,"tt",1,490,"Native"
"Native 40",26,2,"tt",2,695,"Native"
"Native 40",35,2,"tt",3,1734,"Native"
"Native 40",47,2,"tt",3,160,"Native"
"Native 40",41,2,"tt",1,1119,"Native"
"Native 40",36,2,"tt",4,407,"Native"
"Native 40",25,2,"tt",1,724,"Native"
"Native 40",37,2,"tt",1,494,"Native"
"Native 40",32,2,"tt",4,594,"Native"
"Native 40",42,2,"tt",2,491,"Native"
"Native 40",30,2,"tt",2,1023,"Native"
"Native 40",43,2,"tt",3,436,"Native"
"Native 40",40,2,"tt",4,930,"Native"
"Native 1",45,5,"tt",1,813,"Native"
"Native 1",29,5,"tt",1,828,"Native"
"Native 1",34,5,"tt",2,894,"Native"
"Native 1",36,5,"tt",4,521,"Native"
"Native 1",25,5,"tt",1,736,"Native"
"Native 1",42,5,"tt",2,566,"Native"
"Native 1",41,5,"tt",1,803,"Native"
"Native 1",46,5,"tt",2,462,"Native"
"Native 1",47,5,"tt",3,1577,"Native"
"Native 1",39,5,"tt",3,663,"Native"
"Native 1",35,5,"tt",3,1487,"Native"
"Native 1",48,5,"tt",4,1484,"Native"
"Native 1",27,5,"tt",3,478,"Native"
"Native 1",31,5,"tt",3,291,"Native"
"Native 1",40,5,"tt",4,206,"Native"
"Native 1",38,5,"tt",2,272,"Native"
"Native 1",30,5,"tt",2,715,"Native"
"Native 1",32,5,"tt",4,439,"Native"
"Native 1",44,5,"tt",4,1176,"Native"
"Native 1",37,5,"tt",1,827,"Native"
"Native 1",28,5,"tt",4,530,"Native"
"Native 1",26,5,"tt",2,576,"Native"
"Native 1",33,5,"tt",1,532,"Native"
"Native 1",43,5,"tt",3,454,"Native"
"Native 2",45,5,"tt",2,444,"Native"
"Native 2",39,5,"tt",4,588,"Native"
"Native 2",48,5,"tt",1,383,"Native"
"Native 2",32,5,"tt",1,736,"Native"
"Native 2",26,5,"tt",3,658,"Native"
"Native 2",42,5,"tt",3,2467,"Native"
"Native 2",37,5,"tt",2,771,"Native"
"Native 2",31,5,"tt",4,731,"Native"
"Native 2",25,5,"tt",2,720,"Native"
"Native 2",38,5,"tt",3,269,"Native"
"Native 2",35,5,"tt",4,1654,"Native"
"Native 2",41,5,"tt",2,149,"Native"
"Native 2",34,5,"tt",3,577,"Native"
"Native 2",43,5,"tt",4,967,"Native"
"Native 2",33,5,"tt",2,459,"Native"
"Native 2",40,5,"tt",1,1006,"Native"
"Native 2",30,5,"tt",3,478,"Native"
"Native 2",27,5,"tt",4,552,"Native"
"Native 2",36,5,"tt",1,443,"Native"
"Native 2",28,5,"tt",1,689,"Native"
"Native 2",44,5,"tt",1,838,"Native"
"Native 2",29,5,"tt",2,2070,"Native"
"Native 2",47,5,"tt",4,673,"Native"
"Native 2",46,5,"tt",3,486,"Native"
"Native 3",46,5,"tt",4,1287,"Native"
"Native 3",43,5,"tt",1,424,"Native"
"Native 3",39,5,"tt",1,541,"Native"
"Native 3",33,5,"tt",3,992,"Native"
"Native 3",31,5,"tt",1,415,"Native"
"Native 3",29,5,"tt",3,393,"Native"
"Native 3",44,5,"tt",2,353,"Native"
"Native 3",27,5,"tt",1,628,"Native"
"Native 3",45,5,"tt",3,605,"Native"
"Native 3",37,5,"tt",3,482,"Native"
"Native 3",36,5,"tt",2,1155,"Native"
"Native 3",32,5,"tt",2,1499,"Native"
"Native 3",25,5,"tt",3,343,"Native"
"Native 3",26,5,"tt",4,340,"Native"
"Native 3",30,5,"tt",4,296,"Native"
"Native 3",28,5,"tt",2,709,"Native"
"Native 3",47,5,"tt",1,986,"Native"
"Native 3",48,5,"tt",2,742,"Native"
"Native 3",34,5,"tt",4,714,"Native"
"Native 3",38,5,"tt",4,967,"Native"
"Native 3",42,5,"tt",4,358,"Native"
"Native 3",35,5,"tt",1,399,"Native"
"Native 3",40,5,"tt",2,816,"Native"
"Native 3",41,5,"tt",3,654,"Native"
"Native 4",39,5,"tt",2,2728,"Native"
"Native 4",27,5,"tt",2,584,"Native"
"Native 4",40,5,"tt",3,713,"Native"
"Native 4",38,5,"tt",1,831,"Native"
"Native 4",37,5,"tt",4,1545,"Native"
"Native 4",26,5,"tt",1,1133,"Native"
"Native 4",33,5,"tt",4,693,"Native"
"Native 4",47,5,"tt",2,263,"Native"
"Native 4",45,5,"tt",4,821,"Native"
"Native 4",36,5,"tt",3,175,"Native"
"Native 4",46,5,"tt",1,990,"Native"
"Native 4",35,5,"tt",2,691,"Native"
"Native 4",48,5,"tt",3,1142,"Native"
"Native 4",41,5,"tt",4,887,"Native"
"Native 4",30,5,"tt",1,522,"Native"
"Native 4",42,5,"tt",1,919,"Native"
"Native 4",44,5,"tt",3,1117,"Native"
"Native 4",43,5,"tt",2,944,"Native"
"Native 4",31,5,"tt",2,925,"Native"
"Native 4",32,5,"tt",3,1168,"Native"
"Native 4",25,5,"tt",4,1098,"Native"
"Native 4",34,5,"tt",1,833,"Native"
"Native 4",28,5,"tt",3,803,"Native"
"Native 4",29,5,"tt",4,720,"Native"
"Native 5",46,5,"tt",2,304,"Native"
"Native 5",32,5,"tt",4,1018,"Native"
"Native 5",45,5,"tt",1,1020,"Native"
"Native 5",33,5,"tt",1,603,"Native"
"Native 5",26,5,"tt",2,452,"Native"
"Native 5",47,5,"tt",3,450,"Native"
"Native 5",39,5,"tt",3,320,"Native"
"Native 5",44,5,"tt",4,440,"Native"
"Native 5",28,5,"tt",4,371,"Native"
"Native 5",48,5,"tt",4,225,"Native"
"Native 5",29,5,"tt",1,963,"Native"
"Native 5",35,5,"tt",3,568,"Native"
"Native 5",25,5,"tt",1,153,"Native"
"Native 5",31,5,"tt",3,329,"Native"
"Native 5",42,5,"tt",2,365,"Native"
"Native 5",43,5,"tt",3,293,"Native"
"Native 5",37,5,"tt",1,334,"Native"
"Native 5",27,5,"tt",3,596,"Native"
"Native 5",36,5,"tt",4,463,"Native"
"Native 5",40,5,"tt",4,259,"Native"
"Native 5",41,5,"tt",1,420,"Native"
"Native 5",34,5,"tt",2,683,"Native"
"Native 5",38,5,"tt",2,409,"Native"
"Native 5",30,5,"tt",2,276,"Native"
"Native 6",40,5,"tt",1,1604,"Native"
"Native 6",45,5,"tt",2,310,"Native"
"Native 6",35,5,"tt",4,416,"Native"
"Native 6",36,5,"tt",1,313,"Native"
"Native 6",39,5,"tt",4,364,"Native"
"Native 6",25,5,"tt",2,363,"Native"
"Native 6",46,5,"tt",3,323,"Native"
"Native 6",26,5,"tt",3,416,"Native"
"Native 6",34,5,"tt",3,547,"Native"
"Native 6",41,5,"tt",2,326,"Native"
"Native 6",30,5,"tt",3,323,"Native"
"Native 6",33,5,"tt",2,595,"Native"
"Native 6",42,5,"tt",3,964,"Native"
"Native 6",29,5,"tt",2,648,"Native"
"Native 6",47,5,"tt",4,279,"Native"
"Native 6",27,5,"tt",4,370,"Native"
